epoch,lr-Adam,lr-Adam-1,step,test/test-id-hr-domain-acc,test/test-id-hr-domain-acc-africa,test/test-id-hr-domain-acc-americas,test/test-id-hr-domain-acc-asia,test/test-id-hr-domain-acc-europe,test/test-id-hr-domain-acc-oceania,test/test-id-region-africa-task-acc,test/test-id-region-africa-task-loss,test/test-id-region-americas-task-acc,test/test-id-region-americas-task-loss,test/test-id-region-asia-task-acc,test/test-id-region-asia-task-loss,test/test-id-region-europe-task-acc,test/test-id-region-europe-task-loss,test/test-id-region-oceania-task-acc,test/test-id-region-oceania-task-loss,test/test-id-task-acc,test/test-id-task-ece,test/test-id-task-entropy-correct,test/test-id-task-entropy-incorrect,test/test-id-task-loss,test/test-id-worst-group-task-acc,test/test-od-hr-domain-acc,test/test-od-hr-domain-acc-africa,test/test-od-hr-domain-acc-americas,test/test-od-hr-domain-acc-asia,test/test-od-hr-domain-acc-europe,test/test-od-hr-domain-acc-oceania,test/test-od-region-africa-task-acc,test/test-od-region-africa-task-loss,test/test-od-region-americas-task-acc,test/test-od-region-americas-task-loss,test/test-od-region-asia-task-acc,test/test-od-region-asia-task-loss,test/test-od-region-europe-task-acc,test/test-od-region-europe-task-loss,test/test-od-region-oceania-task-acc,test/test-od-region-oceania-task-loss,test/test-od-task-acc,test/test-od-task-ece,test/test-od-task-entropy-correct,test/test-od-task-entropy-incorrect,test/test-od-task-loss,test/test-od-worst-group-task-acc,train/train-hr-domain-acc,train/train-hr-domain-acc-africa,train/train-hr-domain-acc-americas,train/train-hr-domain-acc-asia,train/train-hr-domain-acc-europe,train/train-hr-domain-acc-oceania,train/train-hr-domain-acc-other,train/train-hr-domain-loss,train/train-task-acc,train/train-task-loss,val/val-id-hr-domain-acc,val/val-id-hr-domain-acc-africa,val/val-id-hr-domain-acc-americas,val/val-id-hr-domain-acc-asia,val/val-id-hr-domain-acc-europe,val/val-id-hr-domain-acc-oceania,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-worst-group-task-acc,val/val-od-hr-domain-acc,val/val-od-hr-domain-acc-africa,val/val-od-hr-domain-acc-americas,val/val-od-hr-domain-acc-asia,val/val-od-hr-domain-acc-europe,val/val-od-hr-domain-acc-oceania,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-worst-group-task-acc
,4e-05,2e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6873639225959778,0.005263158120214939,0.6326397657394409,0.6060156226158142,0.8189066052436829,0.0,0.7105262875556946,1.1066962480545044,0.6791287660598755,1.1318665742874146,0.6435202360153198,1.2798258066177368,0.6503416895866394,1.279129147529602,0.8286852836608887,0.806195080280304,0.6614125370979309,0.017103087157011032,1.0084820985794067,2.1030116081237793,1.2265249490737915,0.6435202360153198,0.623047947883606,0.0,0.5672051310539246,0.6214510798454285,0.7921624183654785,0.0,0.5554171800613403,1.4707521200180054,0.6516305804252625,1.276837706565857,0.6304295063018799,1.339272379875183,0.6868856549263,1.122637152671814,0.7518037557601929,1.001059651374817,0.6605071425437927,0.013254659250378609,0.9834262132644653,2.0747039318084717,1.2289817333221436,0.5554171800613403
0,,,2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5751401782035828,0.011378002353012562,0.44604969024658203,0.42865967750549316,0.7811925411224365,0.0012187690008431673,0.0,1.1138968467712402,0.5727332830429077,1.6429646015167236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4e-05,2e-05,2402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,4803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7381346225738525,0.3368421196937561,0.7252925634384155,0.6427775621414185,0.8445330262184143,0.0039840638637542725,0.699999988079071,1.0790883302688599,0.7070870995521545,1.0722383260726929,0.6817675232887268,1.1664756536483765,0.6643887758255005,1.209761619567871,0.8167330622673035,0.7905552983283997,0.6838805079460144,0.033780619502067566,0.7206920981407166,1.837708592414856,1.1515560150146484,0.6643887758255005,0.6745166778564453,0.12702366709709167,0.6731179356575012,0.6282455921173096,0.8172529935836792,0.008658008649945259,0.6064757108688354,1.241445779800415,0.6648887395858765,1.20792818069458,0.6352826952934265,1.3024107217788696,0.7115882039070129,1.058849573135376,0.7821067571640015,0.908703088760376,0.6786341667175293,0.041722238063812256,0.7117809653282166,1.7809098958969116,1.161134958267212,0.6064757108688354
1,,,4803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6413163542747498,0.059734512120485306,0.5414580702781677,0.5233309268951416,0.8191205263137817,0.002742230426520109,0.0,0.8048452734947205,0.7372077703475952,0.9486585855484009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4e-05,2e-05,4804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,7205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7497169971466064,0.34736841917037964,0.8101430535316467,0.6405496001243591,0.8124525547027588,0.18326693773269653,0.7315789461135864,0.9784705638885498,0.7161898612976074,1.0175093412399292,0.6895655393600464,1.1189405918121338,0.6854593753814697,1.1489689350128174,0.8446215391159058,0.7457889318466187,0.6989462971687317,0.057570911943912506,0.558372974395752,1.6728919744491577,1.0952303409576416,0.6854593753814697,0.6877228021621704,0.12702366709709167,0.7368180155754089,0.6316428184509277,0.7897050976753235,0.07215007394552231,0.5691158175468445,1.4563971757888794,0.674946665763855,1.2144334316253662,0.6430478096008301,1.3055356740951538,0.7074495553970337,1.0777688026428223,0.7777777910232544,0.8984695672988892,0.6802912354469299,0.07080544531345367,0.571572482585907,1.626273512840271,1.1795164346694946,0.5691158175468445
2,,,7205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.677473783493042,0.12220817804336548,0.5953845381736755,0.5761693716049194,0.8360332250595093,0.014625228941440582,0.0,0.7085115313529968,0.8105460405349731,0.672897458076477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4e-05,2e-05,7206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
